0.004374504,1,3.7,4.441138,0.105,
2.031868,1,3.958194,5.441964,0.105,walk
4.059776,1,4.232535,6.510288,0.105,walk
6.093416,1,4.576374,7.557366,0.105,walk
8.121984,1,4.970591,8.56089,0.105,walk
8.509182,1,5.000309,8.636542,0.105,Clean
8.695515,1,5.000309,8.636542,0.105,Clean
8.788889,1,5.000309,8.636542,0.105,Clean
8.883268,1,5.000309,8.636542,0.105,Clean
8.972744,1,5.000309,8.636542,0.105,Clean
9.062094,1,5.000309,8.636542,0.105,Clean
9.167498,1,5.000309,8.636542,0.105,Clean
9.263071,1,5.000309,8.636542,0.105,Clean
9.351454,1,5.000309,8.636542,0.105,Clean
9.445997,1,5.000309,8.636542,0.105,Clean
9.535318,1,5.000309,8.636542,0.105,Clean
9.628744,1,5.000309,8.636542,0.105,Clean
9.725166,1,5.000309,8.636542,0.105,Clean
9.815132,1,5.000309,8.636542,0.105,Clean
9.904602,1,5.000309,8.636542,0.105,Clean
10.01551,1,5.000309,8.636542,0.105,Clean
10.10504,1,5.000309,8.636542,0.105,Clean
10.17957,1,5.000309,8.636542,0.105,walk
10.22082,1,5.000309,8.636542,0.105,Clean
10.32091,1,5.000309,8.636542,0.105,Clean
12.19179,1,4.118783,8.521873,0.105,walk
14.2048,1,3.207232,8.09329,0.1053029,walk
16.21466,1,2.445518,7.347147,0.1059144,walk
18.23038,1,1.681356,6.599393,0.1065304,walk
20.2436,1,0.9682117,5.950067,0.105,walk
20.95748,1,0.9342618,5.710284,0.115,Clean
21.04798,1,0.9342618,5.710284,0.115,Clean
21.14026,1,0.9342618,5.710284,0.115,Clean
21.25443,1,0.9342618,5.710284,0.115,Clean
21.34689,1,0.9342618,5.710284,0.115,Clean
21.43603,1,0.9342618,5.710284,0.115,Clean
21.52758,1,0.9342618,5.710284,0.115,Clean
21.6249,1,0.9342618,5.710284,0.115,Clean
21.72186,1,0.9342618,5.710284,0.115,Clean
21.8152,1,0.9342618,5.710284,0.115,Clean
21.91175,1,0.9342618,5.710284,0.115,Clean
22.00692,1,0.9342618,5.710284,0.115,Clean
22.09764,1,0.9342618,5.710284,0.115,Clean
22.19694,1,0.9342618,5.710284,0.115,Clean
22.27382,1,0.9342618,5.710284,0.115,walk
22.31316,1,0.9342618,5.710284,0.115,Clean
22.4063,1,0.9342618,5.710284,0.115,Clean
22.49981,1,0.9342618,5.710284,0.115,Clean
22.62524,1,0.9342618,5.710284,0.115,Clean
22.71401,1,0.9342618,5.710284,0.115,Clean
22.80668,1,0.9342618,5.710284,0.115,Clean
22.89958,1,0.9342618,5.710284,0.115,Clean
22.98911,1,0.9342618,5.710284,0.115,Clean
23.07817,1,0.9342618,5.710284,0.115,Clean
23.1684,1,0.9342618,5.710284,0.115,Clean
23.26206,1,0.9342618,5.710284,0.115,Clean
23.35521,1,0.9342618,5.710284,0.115,Clean
23.44501,1,0.9342618,5.710284,0.115,Clean
23.53456,1,0.9342618,5.710284,0.115,Clean
23.62951,1,0.9342618,5.710284,0.115,Clean
23.72276,1,0.9342618,5.710284,0.115,Clean
23.82192,1,0.9342618,5.710284,0.115,Clean
23.9625,1,0.9342618,5.710284,0.115,Clean
24.05795,1,0.9342618,5.710284,0.115,Clean
24.15162,1,0.9342618,5.710284,0.115,Clean
24.23924,1,0.9342618,5.710284,0.115,Clean
24.32173,1,0.9342618,5.710284,0.115,walk
24.35816,1,0.9342618,5.710284,0.115,Clean
24.45204,1,0.9342618,5.710284,0.115,Clean
24.54153,1,0.9342618,5.710284,0.115,Clean
24.65375,1,0.9342618,5.710284,0.115,Clean
24.75967,1,0.9342618,5.710284,0.115,Clean
24.85156,1,0.9342618,5.710284,0.115,Clean
24.93992,1,0.9342618,5.710284,0.115,Clean
25.07256,1,0.9342618,5.710284,0.115,Clean
25.16527,1,0.9342618,5.710284,0.115,Clean
25.25646,1,0.9342618,5.710284,0.115,Clean
25.35443,1,0.9342618,5.710284,0.115,Clean
25.45067,1,0.9342618,5.710284,0.115,Clean
25.54545,1,0.9342618,5.710284,0.115,Clean
25.63492,1,0.9342618,5.710284,0.115,Clean
25.7275,1,0.9342618,5.710284,0.115,Clean
25.81281,1,0.9342618,5.710284,0.115,Clean
25.90573,1,0.9342618,5.710284,0.115,Clean
26.01118,1,0.9342618,5.710284,0.115,Clean
26.10558,1,0.9342618,5.710284,0.115,Clean
26.19741,1,0.9342618,5.710284,0.115,Clean
26.29462,1,0.9342618,5.710284,0.115,Clean
26.40298,1,0.9342618,5.710284,0.115,walk
26.44168,1,0.9342618,5.710284,0.115,Clean
26.54225,1,0.9342618,5.710284,0.115,Clean
28.4112,1,0.6101789,5.735636,0.1137573,walk
30.42481,1,0.2297098,4.921039,0.105,walk
32.44434,1,0.9315681,4.202582,0.105,walk
34.46453,1,1.91817,4.196186,0.108399,walk
34.94415,1,2.024487,4.236543,0.1096548,Clean
36.46655,1,2.544227,3.740427,0.105,walk
37.89497,1,2.967345,3.336543,0.105,Clean
38.49317,1,3.018049,3.125802,0.105,walk
38.92738,1,3.039525,3.036543,0.105,Clean
39.07767,1,3.039525,3.036543,0.105,Clean
39.18057,1,3.039525,3.036543,0.105,Clean
39.29389,1,3.039525,3.036543,0.105,Clean
39.39812,1,3.039525,3.036543,0.105,Clean
39.50012,1,3.039525,3.036543,0.105,Clean
39.59969,1,3.039525,3.036543,0.105,Clean
39.70062,1,3.039525,3.036543,0.105,Clean
39.80156,1,3.039525,3.036543,0.105,Clean
39.89999,1,3.039525,3.036543,0.105,Clean
40.00103,1,3.039525,3.036543,0.105,Clean
40.09609,1,3.039525,3.036543,0.105,Clean
40.19038,1,3.039525,3.036543,0.105,Clean
40.28732,1,3.039525,3.036543,0.105,Clean
40.38696,1,3.039525,3.036543,0.105,Clean
40.48122,1,3.039525,3.036543,0.105,Clean
40.56137,1,3.039525,3.036543,0.105,walk
40.60075,1,3.039525,3.036543,0.105,Clean
40.71184,1,3.039525,3.036543,0.105,Clean
40.80419,1,3.039525,3.036543,0.105,Clean
40.90537,1,3.039525,3.036543,0.105,Clean
41.00932,1,3.039525,3.036543,0.105,Clean
41.10689,1,3.039525,3.036543,0.105,Clean
41.2032,1,3.039525,3.036543,0.105,Clean
41.30055,1,3.039525,3.036543,0.105,Clean
41.39539,1,3.039525,3.036543,0.105,Clean
41.48941,1,3.039525,3.036543,0.105,Clean
41.60127,1,3.039525,3.036543,0.105,Clean
41.69505,1,3.039525,3.036543,0.105,Clean
