0.3174086,1,3.7,4.441138,0.105,
2.567131,1,1.863055,4.419256,0.115,Clean
2.664069,1,1.863055,4.419256,0.115,Clean
2.815784,1,1.863055,4.419256,0.115,Clean
2.947526,1,1.863055,4.419256,0.115,Clean
3.044448,1,1.863055,4.419256,0.115,Clean
3.143054,1,1.863055,4.419256,0.115,Clean
3.260174,1,1.863055,4.419256,0.115,Clean
3.361999,1,1.863055,4.419256,0.115,Clean
3.460508,1,1.863055,4.419256,0.115,Clean
3.560441,1,1.863055,4.419256,0.115,Clean
3.668171,1,1.863055,4.419256,0.115,Clean
3.766831,1,1.863055,4.419256,0.115,Clean
5.019516,1,2.704803,4.79192,0.105,walk
8.266156,1,4.587513,7.526477,0.105,Clean
8.409989,1,4.587513,7.526477,0.105,Clean
8.504556,1,4.587513,7.526477,0.105,Clean
8.605512,1,4.587513,7.526477,0.105,Clean
8.708819,1,4.587513,7.526477,0.105,Clean
8.834298,1,4.587513,7.526477,0.105,Clean
10.02247,1,4.003456,6.738947,0.105,walk
13.34456,1,1.863055,4.419256,0.115,Clean
13.46461,1,1.863055,4.419256,0.115,Clean
13.56579,1,1.863055,4.419256,0.115,Clean
15.05458,1,2.847859,5.007792,0.105,walk
18.01225,1,4.587513,7.526477,0.105,Clean
18.15655,1,4.587513,7.526477,0.105,Clean
18.27122,1,4.587513,7.526477,0.105,Clean
18.40285,1,4.587513,7.526477,0.105,Clean
18.54567,1,4.587513,7.526477,0.105,Clean
18.64531,1,4.587513,7.526477,0.105,Clean
18.74759,1,4.587513,7.526477,0.105,Clean
18.90497,1,4.587513,7.526477,0.105,Clean
19.03841,1,4.587513,7.526477,0.105,Clean
19.13599,1,4.587513,7.526477,0.105,Clean
20.06593,1,4.169156,6.962372,0.105,walk
25.02321,1,0.5297213,4.436761,0.115,Clean
25.12849,1,0.5297213,4.436761,0.115,walk
25.19423,1,0.5297213,4.436761,0.115,Clean
25.2934,1,0.5297213,4.436761,0.115,Clean
27.38272,1,1.863055,4.419256,0.115,Clean
27.52991,1,1.863055,4.419256,0.115,Clean
27.63316,1,1.863055,4.419256,0.115,Clean
27.73505,1,1.863055,4.419256,0.115,Clean
27.84821,1,1.863055,4.419256,0.115,Clean
27.94926,1,1.863055,4.419256,0.115,Clean
28.04564,1,1.863055,4.419256,0.115,Clean
28.17073,1,1.863055,4.419256,0.115,Clean
28.27954,1,1.863055,4.419256,0.115,Clean
28.41177,1,1.863055,4.419256,0.115,Clean
28.5187,1,1.863055,4.419256,0.115,Clean
28.63038,1,1.863055,4.419256,0.115,Clean
28.73091,1,1.863055,4.419256,0.115,Clean
28.82957,1,1.863055,4.419256,0.115,Clean
28.93306,1,1.863055,4.419256,0.115,Clean
30.15141,1,2.291272,3.488586,0.105,walk
31.18537,1,2.688648,2.624945,0.105,Clean
31.33668,1,2.688648,2.624945,0.105,Clean
31.44088,1,2.688648,2.624945,0.105,Clean
31.54309,1,2.688648,2.624945,0.105,Clean
31.63988,1,2.688648,2.624945,0.105,Clean
31.74607,1,2.688648,2.624945,0.105,Clean
31.86795,1,2.688648,2.624945,0.105,Clean
31.98024,1,2.688648,2.624945,0.105,Clean
32.07721,1,2.688648,2.624945,0.105,Clean
32.1757,1,2.688648,2.624945,0.105,Clean
32.27005,1,2.688648,2.624945,0.105,Clean
32.37101,1,2.688648,2.624945,0.105,Clean
32.46762,1,2.688648,2.624945,0.105,Clean
32.56638,1,2.688648,2.624945,0.105,Clean
32.66334,1,2.688648,2.624945,0.105,Clean
32.7655,1,2.688648,2.624945,0.105,Clean
32.87521,1,2.688648,2.624945,0.105,Clean
32.98061,1,2.688648,2.624945,0.105,Clean
33.08569,1,2.688648,2.624945,0.105,Clean
33.18552,1,2.688648,2.624945,0.105,Clean
33.33082,1,2.688648,2.624945,0.105,Clean
33.43648,1,2.688648,2.624945,0.105,Clean
33.59628,1,2.688648,2.624945,0.105,Clean
33.70374,1,2.688648,2.624945,0.105,Clean
33.81263,1,2.688648,2.624945,0.105,Clean
33.92072,1,2.688648,2.624945,0.105,Clean
34.02769,1,2.688648,2.624945,0.105,Clean
34.13583,1,2.688648,2.624945,0.105,Clean
34.2487,1,2.688648,2.624945,0.105,Clean
34.36331,1,2.688648,2.624945,0.105,Clean
34.4644,1,2.688648,2.624945,0.105,Clean
34.56899,1,2.688648,2.624945,0.105,Clean
34.66721,1,2.688648,2.624945,0.105,Clean
34.77734,1,2.688648,2.624945,0.105,Clean
34.92406,1,2.688648,2.624945,0.105,Clean
35.0276,1,2.688648,2.624945,0.105,Clean
35.13189,1,2.688648,2.624945,0.105,Clean
35.22013,1,2.688648,2.624945,0.105,walk
35.2648,1,2.688648,2.624945,0.105,Clean
35.37051,1,2.688648,2.624945,0.105,Clean
35.49069,1,2.688648,2.624945,0.105,Clean
35.60328,1,2.688648,2.624945,0.105,Clean
35.70635,1,2.688648,2.624945,0.105,Clean
35.8221,1,2.688648,2.624945,0.105,Clean
35.92848,1,2.688648,2.624945,0.105,Clean
36.03509,1,2.688648,2.624945,0.105,Clean
36.14151,1,2.688648,2.624945,0.105,Clean
36.24652,1,2.688648,2.624945,0.105,Clean
36.35072,1,2.688648,2.624945,0.105,Clean
36.45715,1,2.688648,2.624945,0.105,Clean
36.55164,1,2.688648,2.624945,0.105,Clean
36.65338,1,2.688648,2.624945,0.105,Clean
36.74905,1,2.688648,2.624945,0.105,Clean
36.84546,1,2.688648,2.624945,0.105,Clean
36.94453,1,2.688648,2.624945,0.105,Clean
37.04937,1,2.688648,2.624945,0.105,Clean
37.15495,1,2.688648,2.624945,0.105,Clean
